Index,d,phi,temp,baseVis,nanoVis,Ypredicted
1,30,0.2,21,0.97755,0.997248,1.0218177
1,100,4,35,0.71932,0.998378,1.0323006
2,21,1.5,25,0.89008,0.99847,1.0770591
1,43,1,25,0.89008,0.999628,0.9558777
2,27,0.99,24.85258,0.893096,1.000487,0.9225627
4,33,0,20,1.0016,1.001923,0.98072207
4,11,0,20,1.0016,1.001942,1.0188808
1,43,0,20,1.0016,1.002124,0.9781665
1,47,7,53.73767,0.514272,1.002401,1.0400279
1,47,1,23.09172,0.930177,1.002401,0.96202064
1,32,0,20,1.0016,1.003636,1.0254505
1,30,0.3,21,0.97755,1.00367,1.0292751
2,95,0.596836555,22,0.95442,1.005477,1.0241058
1,36,2.119488,25,0.89008,1.009925,1.1746693
4,33,0.157785467,20,1.0016,1.011538,0.9915502
4,11,1.153255814,40,0.65298,1.01165,0.9526184
1,43,0.126598,20,1.0016,1.012035,0.9919773
4,33,0.276124567,20,1.0016,1.017308,1.0022846
2,21,0.2,20.87596,0.973171,1.017886,0.9486505
1,43,0.264706,20,1.0016,1.019469,1.0074804
4,29,4.5,47.50150233,0.570575,1.021768,1.1068265
2,76,0.24,20,1.0016,1.023034,1.0189644
4,33,1.702422145,25,0.89008,1.023077,1.0454838
1,36,7,61.60221,0.455331,1.025329,1.0238329
1,47,4,39.41815,0.660178,1.025557,1.0147017
1,30,0.5,24.98264,0.890435,1.029204,0.9558519
1,30,1.5,44.94792,0.596624,1.030533,0.8351438
4,11,0.156976744,20,1.0016,1.031068,1.0376757
1,32,0.55082,25,0.89008,1.032727,0.9562244
1,36,7,59.00552,0.47349,1.03273,1.0600134
1,47,1,22.33235,0.946955,1.033276,0.9791449
4,11,0.560930233,25,0.89008,1.034304,0.9800388
1,100,6,40,0.65298,1.034904,1.0943314
4,33,0.398615917,20,1.0016,1.036538,1.0133955
1,43,0.548593,20,1.0016,1.036814,1.0344802
3,12,1.85,50,0.529197,1.040146,1.0787896
1,25,1,25,0.89008,1.040434,1.056707
1,47,1,21.84418,0.957991,1.040995,0.98988515
1,100,1,22,0.95442,1.04104,1.0736961
2,21,1,27.20588,0.847154,1.042276,0.9452692
2,76,5.54,40,0.65298,1.046009,1.0899338
4,11,0.812093023,30,0.79735,1.047249,0.9689234
2,27,3.16,32.09439,0.763076,1.048265,1.0563984
1,25,1,25,0.89008,1.050789,1.056707
2,95,1.174692443,22,0.95442,1.05552,1.0814531
1,100,2,25,0.89008,1.05683,1.06084
4,11,0.399767442,20,1.0016,1.056958,1.0754715
2,27,4.369920697,32,0.76456,1.057045,1.3304423
4,33,0.562629758,20,1.0016,1.057692,1.0282731
4,29,1,22.9116309,0.934109,1.065957,1.0245267
1,43,1.998721,25,0.89008,1.066549,1.0542996
1,32,2,35,0.71932,1.069091,1.0445051
1,32,0.131148,20,1.0016,1.069091,1.0356243
1,13,2.7,62,0.45265,1.071018,1.0623059
4,33,0.81384083,20,1.0016,1.071154,1.0627722
1,43,0.978261,20,1.0016,1.073982,1.0513204
1,13,2.78,62,0.45265,1.07591,1.0883702
1,36,7,57.23757,0.486564,1.077138,1.0858692
1,28,1.989032,24,0.91073,1.079514,1.2813331
1,47,7,49.72387,0.549396,1.079588,1.1232586
1,32,1.403279,30,0.79735,1.08,1.0272614
4,29,1,22.71716691,0.938399,1.080687,1.0301689
1,43,2,25,0.89008,1.083803,1.0544817
2,21,2,37.44885,0.688618,1.086992,0.98818696
1,47,4,36.21795,0.702187,1.087307,1.107496
4,33,1.158477509,20,1.0016,1.090385,1.1192323
1,36,1,22.92818,0.933744,1.091941,1.0392734
1,36,7,54.14365,0.510925,1.091941,1.1292468
1,36,4.5,33.14917,0.746713,1.091941,1.1889393
3,12,0.45,19.88941,0.994526,1.094891,1.018462
4,29,1,22.42551071,0.944863,1.095417,1.0386459
4,11,1.15744186,35,0.71932,1.095793,1.0326773
1,43,2.900256,30,0.79735,1.096283,1.0606828
1,100,4,30,0.79735,1.098075,1.1486344
3,12,2.28543133,72,0.39307,1.098588,1.0514065
2,27,0.99,19.76533,1.00742,1.098681,1.0119535
2,27,2.04,24.85917,0.892961,1.098848,1.0756265
1,32,0.268852,20,1.0016,1.101818,1.0457629
1,32,0.980328,25,0.89008,1.105455,1.0051109
1,43,1.400256,20,1.0016,1.118584,1.0608406
1,13,1.3,32,0.76456,1.119865,1.0203303
1,36,1,22.81768,0.936182,1.121546,1.0412749
1,13,1.34,32,0.76456,1.123819,1.0371858
4,29,1,21.84219829,0.958037,1.124877,1.0557249
2,21,1,22.77494,0.936585,1.127642,1.0069151
3,12,1.152165531,32,0.76456,1.128809,1.0832195
1,11,1.454219,23,0.93216,1.129769,1.4394557
4,33,1.70449827,20,1.0016,1.132692,1.2076064
4,11,1.686976744,50,0.54685,1.134628,1.02663
1,25,2,25.1166,0.887739,1.135243,1.269622
1,43,0,15,1.1375,1.135929,1.0763493
1,36,7,50.99448,0.53785,1.136349,1.1922224
4,11,0,15,1.1375,1.137864,1.1554711
1,32,0,15,1.1375,1.138182,1.1575394
4,33,0,15,1.1375,1.138462,1.0903729
4,29,4.5,43.03002372,0.617486,1.139607,1.2293111
1,100,6,35,0.71932,1.140045,1.2032244
3,12,1.85,45.0291,0.574818,1.140511,1.1520145
4,11,0.563023256,20,1.0016,1.1411,1.1122104
1,30,1.5,40,0.65298,1.143659,0.9131692
4,33,0.155709343,15,1.1375,1.144231,1.1129819
1,95,1,22,0.95442,1.144983,1.0746979
2,27,2.04,19.76862,1.007338,1.147861,1.1879638
2,21,3,55,0.509756,1.147967,1.2551535
1,43,0.126598,15,1.1375,1.148319,1.0871944
1,36,3.058321,25,0.89008,1.148694,1.3054658
4,11,0.812093023,25,0.89008,1.150809,1.0601829
1,25,2,25,0.89008,1.151747,1.2739019
4,33,0.276124567,15,1.1375,1.151923,1.13162
1,36,4.5,30.55249,0.788072,1.158553,1.2550229
1,32,0.554098,20,1.0016,1.16,1.0648466
1,43,0.264706,15,1.1375,1.160708,1.0990276
1,47,2.034139,25,0.89008,1.161309,1.0310457
1,30,0.5,19.90451,1.003968,1.162897,1.0676255
4,11,0.159069767,15,1.1375,1.16699,1.1775172
2,21,2,33.70844,0.737398,1.168293,1.0657934
1,47,4,34.04832,0.73319,1.172213,1.1711223
2,21,1,20.9335,0.973171,1.172358,1.0359114
2,21,0.2,15,1.1375,1.172465,1.0874554
4,33,0.398615917,15,1.1375,1.175,1.1505797
1,43,0.548593,15,1.1375,1.175575,1.1231667
4,29,4.5,41.18313285,0.638739,1.183797,1.2834953
1,28,2.983787,24,0.91073,1.186762,1.4129373
1,47,7,45.05917,0.595449,1.18765,1.2415513
4,33,0.564705882,15,1.1375,1.192308,1.1768699
1,32,2,30,0.79735,1.192727,1.1144072
4,11,0.399767442,15,1.1375,1.19288,1.238434
1,43,1.998721,20,1.0016,1.195398,1.1349889
1,36,7,48.39779,0.561875,1.195559,1.2569466
1,32,2.901639,40,0.65298,1.196364,1.0215329
1,100,2,20,1.0016,1.198562,1.2422476
2,27,3.16,24.86587,0.892824,1.198848,1.2258943
4,11,1.15744186,30,0.79735,1.199353,1.1173732
2,21,1,15,1.1375,1.20657,1.1807183
1,32,1.4,25,0.89008,1.207273,1.1108618
1,43,0.978261,15,1.1375,1.212743,1.1509644
2,21,1.5,15,1.1375,1.212768,1.2598984
1,32,0.131148,15,1.1375,1.214545,1.1795886
4,33,0.815916955,15,1.1375,1.215385,1.2242638
1,25,3,25.10539,0.887964,1.220092,1.3966781
2,21,2,15,1.1375,1.222509,1.6709515
1,100,4,25,0.89008,1.225779,1.2827528
1,43,2.900256,25,0.89008,1.232566,1.2234102
4,33,1.162629758,15,1.1375,1.232692,1.2904669
2,76,2.54,20,1.0016,1.234973,1.2995695
1,25,3,25,0.89008,1.236222,1.400718
1,13,2.7,52,0.529,1.240974,1.2284721
4,11,1.693255814,40,0.65298,1.241424,1.1953378
2,21,3,48.20972,0.562602,1.245528,1.3422534
1,32,0.980328,20,1.0016,1.247273,1.1130364
1,47,7,42.45562,0.623969,1.2494,1.3009207
1,32,0.272131,15,1.1375,1.254545,1.1988281
1,36,4.30441,25,0.89008,1.255924,1.470629
1,47,4,30.57692,0.787668,1.257118,1.2821343
4,29,4.5,38.50994899,0.671673,1.257447,1.3724134
1,13,2.78,52,0.529,1.257823,1.2545364
1,80,5,25,0.89008,1.259048,1.4046881
1,100,6,30,0.79735,1.263715,1.3124849
2,21,0.2,12.81969,1.204878,1.265854,1.1664947
1,150,5,25,0.89008,1.267799,1.3637451
4,33,1.706574394,15,1.1375,1.269231,1.3806146
1,43,1.396419,15,1.1375,1.272212,1.1883785
3,12,1.85,39.97672,0.64781,1.277372,1.2478113
1,95,2,22,0.95442,1.2778,1.1682663
1,30,1.5,35.05208,0.718578,1.279607,1.00497
4,11,0.814186047,20,1.0016,1.280259,1.2097677
1,47,3.024182,25,0.89008,1.281155,1.2421622
1,36,5.99431,25,0.89008,1.287462,1.7118756
1,36,7,46.51934,0.580366,1.291776,1.3049692
1,40,4.991023,23,0.93216,1.296079,1.7391139
2,27,3.16,19.77873,1.007087,1.298681,1.412677
4,11,0.565116279,15,1.1375,1.299676,1.2909195
1,32,0,10,1.3059,1.305455,1.3574115
4,33,0,10,1.3059,1.305769,1.2634386
4,11,0.002093023,10,1.3059,1.306149,1.3055787
1,43,0,10,1.3059,1.306903,1.2330105
1,100,4,22,0.95442,1.308598,1.4074044
4,33,0.157785467,10,1.3059,1.311538,1.2889552
4,11,1.159534884,25,0.89008,1.312621,1.2508408
1,32,0.55082,15,1.1375,1.316364,1.2366064
1,43,0.126598,10,1.3059,1.316814,1.2546649
4,33,0.276124567,10,1.3059,1.317308,1.308093
1,36,4.88478,25,0.89008,1.319,1.5563103
2,76,0.24,10,1.3059,1.320004,1.3059573
2,76,5.54,30,0.79735,1.322963,1.3467281
1,32,2.901639,35,0.71932,1.323636,1.1140828
4,11,1.69744186,35,0.71932,1.325566,1.2764426
1,43,0.264706,10,1.3059,1.329204,1.2782879
4,33,0.398615917,10,1.3059,1.332692,1.3279021
1,36,4.5,25.63536,0.877371,1.336184,1.4671278
4,11,0.159069767,10,1.3059,1.338511,1.3417109
1,43,3,25,0.89008,1.340759,1.2435564
1,32,2,25,0.89008,1.341818,1.208665
1,47,7,38.98422,0.665631,1.342024,1.3834413
4,29,4.5,36.03107005,0.704762,1.345827,1.460212
2,21,2,27.26343,0.847154,1.347154,1.2952002
1,36,7,41.98895,0.629318,1.350987,1.4244614
4,33,0.564705882,10,1.3059,1.351923,1.3547618
1,43,0.548593,10,1.3059,1.353982,1.3195736
1,32,1.4,20,1.0016,1.356364,1.2140986
1,43,1.998721,15,1.1375,1.358938,1.309409
1,35,5,25,0.89008,1.366398,1.5553677
1,28,4.027144,24,0.91073,1.373128,1.462192
4,33,0.815916955,10,1.3059,1.375,1.4038354
1,25,4,25,0.89008,1.376327,1.4401131
4,11,0.399767442,10,1.3059,1.377346,1.4017699
1,47,4,27.214,0.846992,1.380617,1.3855598
1,43,2.900256,20,1.0016,1.381239,1.3992332
2,76,11.22,70,0.40389,1.38199,1.4027492
1,32,0.131148,10,1.3059,1.385455,1.3756562
1,100,4,20,1.0016,1.390168,1.4952246
1,43,0.982097,10,1.3059,1.39115,1.3570995
1,25,1,15,1.1375,1.392286,1.4105042
2,21,3,42.68542,0.623577,1.395935,1.4581263
1,100,6,25,0.89008,1.399714,1.4505092
1,13,1.34,25,0.89008,1.399764,1.2362484
4,33,1.162629758,10,1.3059,1.405769,1.4704565
1,47,7,36.48915,0.698449,1.411492,1.4548787
3,12,1.85,35.00582,0.711679,1.414234,1.3753668
1,32,0.980328,15,1.1375,1.418182,1.2982129
4,29,4.5,33.40648231,0.742801,1.419476,1.5610083
1,36,7,38.95028,0.666063,1.425,1.5132024
1,32,0.272131,10,1.3059,1.432727,1.3952693
3,12,2.31232565,52,0.529,1.434459,1.3828051
1,25,5,25,0.89008,1.440199,1.4582943
4,11,1.69744186,30,0.79735,1.442071,1.3939972
1,47,3.997155,25,0.89008,1.445154,1.4497387
1,13,2.7,42,0.62919,1.446154,1.4759291
1,25,5,25,0.89008,1.446622,1.4582943
4,11,0.81627907,15,1.1375,1.448544,1.3787353
1,30,1.5,29.97396,0.797795,1.44984,1.0674059
1,13,2.78,42,0.62919,1.453042,1.5178843
4,33,1.706574394,10,1.3059,1.455769,1.5714626
2,21,1,12.87724,1.204878,1.456911,1.2640102
1,43,1.396419,10,1.3059,1.458053,1.3879436
4,11,1.159534884,20,1.0016,1.458252,1.4066622
4,11,0.565116279,10,1.3059,1.467961,1.4448344
1,95,4,22,0.95442,1.472213,1.4015659
1,36,4.5,22.26519,0.948464,1.476809,1.6446395
1,47,7,34.48225,0.726811,1.480961,1.5461262
1,32,2.901639,30,0.79735,1.483636,1.2011976
1,36,7,37.01657,0.691299,1.491612,1.5701597
1,100,6,22,0.95442,1.503011,1.5526879
1,32,0.55082,10,1.3059,1.505455,1.4352676
2,21,2,22.77494,0.936585,1.505691,1.4517429
1,36,4.5,22.92818,0.933744,1.506414,1.6093721
1,32,2,20,1.0016,1.512727,1.3909589
1,25,2,15.25943,1.129769,1.516811,1.7923486
2,76,11.22,60,0.4664,1.520977,1.630189
1,36,4.5,21.87845,0.957206,1.521217,1.6655322
1,13,4.3,72,0.39307,1.53323,1.4824247
4,29,4.5,30.00411816,0.797281,1.537316,1.7206955
1,32,1.4,15,1.1375,1.541818,1.4362265
2,21,3,37.44885,0.688618,1.550407,1.5484948
1,47,4,23.2002,0.927832,1.550429,1.5216595
1,47,4,22.71203,0.938513,1.550429,1.542895
3,12,1.85,29.99418,0.784672,1.551095,1.4893006
1,43,4,25,0.89008,1.553411,1.4627564
1,43,1.998721,10,1.3059,1.564602,1.5296522
1,43,2.900256,15,1.1375,1.569558,1.5976679
1,30,1.5,25.02604,0.889557,1.571166,1.1519717
1,47,7,31.98718,0.764765,1.573585,1.6773796
2,76,2.54,10,1.3059,1.577005,1.6035475
2,21,2,20.9335,0.973171,1.582927,1.502445
1,100,6,20,1.0016,1.587429,1.6331043
4,11,1.699534884,25,0.89008,1.597411,1.5394802
1,28,6.160226,24,0.91073,1.612238,2.0415883
1,32,0.983607,10,1.3059,1.614545,1.5055407
2,76,5.54,20,1.0016,1.624996,1.6588875
2,21,3,33.6509,0.737398,1.647967,1.6451524
4,11,1.161627907,15,1.1375,1.649191,1.5952207
4,11,0.81627907,10,1.3059,1.652427,1.5260929
1,13,1.34,20,1.0016,1.656653,1.4872715
1,32,2.898361,25,0.89008,1.676364,1.3306533
1,10,5,25,0.89008,1.680691,2.0070963
4,29,4.5,26.99036385,0.851173,1.684615,1.8808342
1,95,6,22,0.95442,1.691649,1.5743089
1,13,2.7,32,0.76456,1.69267,1.7647153
1,28,5.081456,24,0.91073,1.693114,1.5209059
3,12,1.85,25.02328,0.875912,1.69708,1.6278313
1,36,7,33.03867,0.748392,1.70625,1.7096857
1,25,5,15.16271,1.132651,1.713983,1.9780589
1,13,4.3,62,0.45265,1.714789,1.7077376
1,36,7,31.10497,0.778965,1.721053,1.7988555
1,32,2,15,1.1375,1.734545,1.6231055
1,47,7,28.08185,0.831003,1.751115,1.8956467
4,11,1.70372093,20,1.0016,1.755987,1.749406
1,30,1.5,19.94792,1.002892,1.757965,1.2904873
4,29,4.5,25.09471779,0.888178,1.758265,1.9821184
1,47,5.106686,25,0.89008,1.760536,1.6683629
2,76,11.22,50,0.54685,1.765013,1.861084
1,32,1.4,10,1.3059,1.770909,1.678473
1,43,2.900256,10,1.3059,1.792566,1.8055888
4,29,7,57.21627082,0.486725,1.846645,1.8437927
3,12,2.338274984,32,0.76456,1.850615,1.8445386
1,47,7,26.02071,0.869779,1.851458,1.9974483
3,12,1.85,19.9709,0.994526,1.861314,1.9710215
1,47,5.943101,25,0.89008,1.874074,1.8184017
4,11,1.161627907,10,1.3059,1.875728,1.7644852
4,29,7,54.15447713,0.510836,1.890835,1.9492261
1,32,2.901639,20,1.0016,1.894545,1.5660155
1,36,9.1,54.03315,0.511829,1.906086,2.122673
1,36,7,27.01657,0.85068,1.906086,2.0797443
2,21,2,12.87724,1.204878,1.91626,1.7774856
4,29,4.5,22.90701785,0.934211,1.920295,2.0992126
1,11,4.290844,23,0.93216,1.930162,2.1692233
4,29,7,51.2870679,0.535257,1.935025,2.044748
2,21,3,27.20588,0.847154,1.965041,1.9622921
4,11,1.705813953,15,1.1375,1.972816,1.9761143
1,13,4.3,52,0.529,1.973219,1.967466
1,36,7,25.58011,0.87846,1.9875,2.216095
1,36,9.1,50.99448,0.53785,1.9875,2.2236602
1,32,2,10,1.3059,1.992727,1.8627967
1,13,2.78,32,0.76456,1.999944,1.8219503
4,29,7,48.46809571,0.561198,2.008674,2.1427846
4,29,7,46.66980095,0.578855,2.052864,2.2120786
1,47,7,22.76627,0.937316,2.067581,2.1652663
1,36,10.4495,25,0.89008,2.082227,3.8598924
1,47,7,22.16963,0.95061,2.083019,2.1978114
1,47,7,21.89842,0.956748,2.090738,2.2126346
4,29,4.5,21.6425645,0.962612,2.097054,2.1679196
1,43,5,25,0.89008,2.102764,1.6594924
1,36,9.1,48.12155,0.564538,2.113322,2.3514967
1,47,7.052632,25,0.89008,2.113765,2.0628836
2,76,11.22,40,0.65298,2.12003,2.2185557
1,36,7,23.37017,0.924157,2.128125,2.482605
1,47,9.4,58.72781,0.475512,2.160206,2.1513772
2,76,5.54,10,1.3059,2.165052,2.127944
1,32,2.901639,15,1.1375,2.167273,1.864561
1,47,9.4,55.03945,0.503666,2.175643,2.2825234
2,21,3,22.77494,0.936585,2.196748,2.1753254
1,47,7,21.30178,0.970507,2.214237,2.2439356
4,29,7,42.8784293,0.619191,2.214894,2.3567579
1,47,9.4,50.9714,0.538057,2.221955,2.4227397
1,47,9.4,53.30375,0.517889,2.229674,2.338791
1,36,9.1,45.02762,0.59578,2.231743,2.5294082
1,13,2.78,25,0.89008,2.255977,2.082697
4,11,1.705813953,10,1.3059,2.264078,2.1354134
1,36,7,21.98895,0.954673,2.283553,2.65496
1,13,4.3,42,0.62919,2.308366,2.3053443
2,21,3,20.9335,0.973171,2.326829,2.2375147
1,47,9.4,48.15089,0.564255,2.391767,2.5614645
4,29,7,39.18401127,0.663119,2.421113,2.4989388
1,47,8.162162,25,0.89008,2.44807,2.824701
1,36,9.1,42.0442,0.628683,2.461184,2.710881
1,13,2.78,20,1.0016,2.512834,2.3990297
2,76,11.22,30,0.79735,2.516038,2.6861885
1,32,2.901639,10,1.3059,2.523636,2.1260223
1,36,9.1,39.00552,0.665361,2.527796,2.893243
4,29,7,36.9964704,0.691568,2.553682,2.6326885
1,13,4.3,32,0.76456,2.667133,2.221744
1,36,9.1,35.96685,0.705655,2.675822,3.0614238
1,47,9.4,45.00493,0.596018,2.746827,2.7570176
3,12,4,50,0.529197,2.764599,2.935116
1,47,9.4,42.72682,0.620901,2.777702,2.9083297
1,36,12.15647,25,0.89008,2.794991,3.9486446
4,29,7,33.49611867,0.741439,2.818822,2.9528058
2,21,3,12.87724,1.204878,2.847154,2.648277
1,40,10,23,0.93216,2.914206,4.5107713
1,47,9.4,39.03846,0.664947,2.924357,3.1522884
3,12,4,45.0291,0.574818,2.956204,3.1195366
1,36,9.1,33.42541,0.742514,3.00148,3.2410817
1,36,9.1,31.43646,0.773582,3.060691,3.3577697
2,76,11.22,20,1.0016,3.091038,3.3347762
4,29,7,30.09264103,0.795792,3.142881,3.3676126
1,47,9.4,36.59763,0.696976,3.171355,3.3180914
1,36,9.1,29.17127,0.81162,3.245724,3.5140793
3,12,4,39.97672,0.64781,3.284672,3.4609363
1,47,9.4,33.01775,0.74871,3.433791,3.5972192
1,36,9.1,27.18232,0.847584,3.452961,3.7015889
4,29,7,27.02933618,0.850442,3.466939,3.7438905
3,12,4,34.96508,0.711679,3.558394,3.737828
1,47,9.4,31.01085,0.780494,3.603602,3.7775612
1,47,10.96159,25,0.89008,3.684371,4.8365526
4,29,7,25.13281523,0.887413,3.702619,3.962732
1,36,9.1,25.35912,0.882869,3.726809,3.9237888
3,12,4,30.03492,0.784672,3.841241,4.0245395
4,29,9,50.98507209,0.537934,3.864648,3.8503585
1,47,9.4,29.00394,0.814531,3.866038,3.9819596
1,36,13.06117,25,0.89008,3.8736,4.0253935
4,29,9,49.08966464,0.555309,3.894108,3.9447992
4,29,7,23.09018781,0.93021,3.997218,4.2106376
1,36,9.1,23.14917,0.928935,4.037664,4.2024174
4,29,9,45.39548522,0.591917,4.056137,4.1256895
4,29,7,22.50647771,0.943047,4.100327,4.2783723
1,47,9.4,27.214,0.846992,4.128473,4.179555
1,36,9.1,22.54144,0.942276,4.163487,4.2776523
4,29,7,22.02003938,0.95397,4.188707,4.329239
1,36,9.1,22.1547,0.950946,4.207895,4.3257847
3,12,4,25.02328,0.875912,4.215328,4.2846622
1,47,9.4,25.2071,0.885921,4.375472,4.3983517
4,29,9,41.99200758,0.629283,4.380196,4.277127
1,47,9.4,24.12229,0.908182,4.406346,4.5229115
4,29,9,39.85218793,0.654804,4.674795,4.376123
1,47,12.07112,25,0.89008,4.70621,4.895801
1,47,9.4,22.22387,0.949392,4.86175,4.729668
1,47,12.90754,25,0.89008,4.863902,4.9602413
1,47,9.4,22.49507,0.943301,4.900343,4.7011533
